"Name","FullName","Length","LastWriteTime"
"audit.csv","/home/kali/CSCI1411-Fall2025/Assignments/Assignment1/Datasets/audit.csv","138477","9/1/2025 1:57:19 PM"
"adj3unempstates.csv","/home/kali/CSCI1411-Fall2025/Assignments/Assignment1/Datasets/Data/adj3unempstates.csv","80743","9/1/2025 1:57:19 PM"
